Category,Resource,State,Year,Month,Value(thousand Mcf),state_year_month
Total consumption , natural gas , Wisconsin ,2011,6,3666.08, Wisconsin 20116
Total consumption , natural gas , Wisconsin ,2011,5,4219.293, Wisconsin 20115
Total consumption , natural gas , Wisconsin ,2011,4,2602.575, Wisconsin 20114
Total consumption , natural gas , Wisconsin ,2011,3,4004.916, Wisconsin 20113
Total consumption , natural gas , Wisconsin ,2011,2,2867.163, Wisconsin 20112
Total consumption , natural gas , Wisconsin ,2011,1,2844.828, Wisconsin 20111
Total consumption , natural gas , Wisconsin ,2010,12,1960.539, Wisconsin 201012
Total consumption , natural gas , Wisconsin ,2010,11,1366.209, Wisconsin 201011
Total consumption , natural gas , Wisconsin ,2010,10,1703.671, Wisconsin 201010
Total consumption , natural gas , Wisconsin ,2010,9,2189.458, Wisconsin 20109
Total consumption , natural gas , Wisconsin ,2010,8,7624.471, Wisconsin 20108
Total consumption , natural gas , Wisconsin ,2010,7,7151.794, Wisconsin 20107
Total consumption , natural gas , Wisconsin ,2010,6,3968.103, Wisconsin 20106
Total consumption , natural gas , Wisconsin ,2010,5,2726.223, Wisconsin 20105
Total consumption , natural gas , Wisconsin ,2010,4,1559.591, Wisconsin 20104
Total consumption , natural gas , Wisconsin ,2010,3,3007.936, Wisconsin 20103
Total consumption , natural gas , Wisconsin ,2010,2,4269.069, Wisconsin 20102
Total consumption , natural gas , Wisconsin ,2010,1,5112.097, Wisconsin 20101
Total consumption , natural gas , Wisconsin ,2009,12,3721.562, Wisconsin 200912
Total consumption , natural gas , Wisconsin ,2009,11,2824.257, Wisconsin 200911
Total consumption , natural gas , Wisconsin ,2009,10,2876.904, Wisconsin 200910
Total consumption , natural gas , Wisconsin ,2009,9,3823.337, Wisconsin 20099
Total consumption , natural gas , Wisconsin ,2009,8,4219.589, Wisconsin 20098
Total consumption , natural gas , Wisconsin ,2009,7,2022.967, Wisconsin 20097
Total consumption , natural gas , Wisconsin ,2009,6,3978.957, Wisconsin 20096
Total consumption , natural gas , Wisconsin ,2009,5,2247.489, Wisconsin 20095
Total consumption , natural gas , Wisconsin ,2009,4,4015.957, Wisconsin 20094
Total consumption , natural gas , Wisconsin ,2009,3,3354.85, Wisconsin 20093
Total consumption , natural gas , Wisconsin ,2009,2,3471.565, Wisconsin 20092
Total consumption , natural gas , Wisconsin ,2009,1,4448.556, Wisconsin 20091
Total consumption , natural gas , Wisconsin ,2008,12,2839.575, Wisconsin 200812
Total consumption , natural gas , Wisconsin ,2008,11,1903.263, Wisconsin 200811
Total consumption , natural gas , Wisconsin ,2008,10,4313.563, Wisconsin 200810
Total consumption , natural gas , Wisconsin ,2008,9,2617.165, Wisconsin 20089
Total consumption , natural gas , Wisconsin ,2008,8,4209.861, Wisconsin 20088
Total consumption , natural gas , Wisconsin ,2008,7,4785.619, Wisconsin 20087
Total consumption , natural gas , Wisconsin ,2008,6,2604.307, Wisconsin 20086
Total consumption , natural gas , Wisconsin ,2008,5,1486.813, Wisconsin 20085
Total consumption , natural gas , Wisconsin ,2008,4,2280.062, Wisconsin 20084
Total consumption , natural gas , Wisconsin ,2008,3,4594.992, Wisconsin 20083
Total consumption , natural gas , Wisconsin ,2008,2,4925.781, Wisconsin 20082
Total consumption , natural gas , Wisconsin ,2008,1,4573.686, Wisconsin 20081
Total consumption , natural gas , Wisconsin ,2007,12,3758.98, Wisconsin 200712
Total consumption , natural gas , Wisconsin ,2007,11,2498.862, Wisconsin 200711
Total consumption , natural gas , Wisconsin ,2007,10,4225.741, Wisconsin 200710
Total consumption , natural gas , Wisconsin ,2007,9,3271.176, Wisconsin 20079
Total consumption , natural gas , Wisconsin ,2007,8,8247.001, Wisconsin 20078
Total consumption , natural gas , Wisconsin ,2007,7,5474.22, Wisconsin 20077
Total consumption , natural gas , Wisconsin ,2007,6,4600.272, Wisconsin 20076
Total consumption , natural gas , Wisconsin ,2007,5,3256.799, Wisconsin 20075
Total consumption , natural gas , Wisconsin ,2007,4,3820.146, Wisconsin 20074
Total consumption , natural gas , Wisconsin ,2007,3,4532.585, Wisconsin 20073
Total consumption , natural gas , Wisconsin ,2007,2,6296.152, Wisconsin 20072
Total consumption , natural gas , Wisconsin ,2007,1,4174.804, Wisconsin 20071
Total consumption , natural gas , Wisconsin ,2006,12,2021.48649, Wisconsin 200612
Total consumption , natural gas , Wisconsin ,2006,11,3795.83345, Wisconsin 200611
Total consumption , natural gas , Wisconsin ,2006,10,4817.92132, Wisconsin 200610
Total consumption , natural gas , Wisconsin ,2006,9,3167.49114, Wisconsin 20069
Total consumption , natural gas , Wisconsin ,2006,8,6488.28268, Wisconsin 20068
Total consumption , natural gas , Wisconsin ,2006,7,7346.09347, Wisconsin 20067
Total consumption , natural gas , Wisconsin ,2006,6,3444.04532, Wisconsin 20066
Total consumption , natural gas , Wisconsin ,2006,5,3027.9147, Wisconsin 20065
Total consumption , natural gas , Wisconsin ,2006,4,2014.06643, Wisconsin 20064
Total consumption , natural gas , Wisconsin ,2006,3,3299.23573, Wisconsin 20063
Total consumption , natural gas , Wisconsin ,2006,2,2763.33079, Wisconsin 20062
Total consumption , natural gas , Wisconsin ,2006,1,1791.59268, Wisconsin 20061
Total consumption , natural gas , Wisconsin ,2005,12,3547.63895, Wisconsin 200512
Total consumption , natural gas , Wisconsin ,2005,11,2658.83345, Wisconsin 200511
Total consumption , natural gas , Wisconsin ,2005,10,3449.96223, Wisconsin 200510
Total consumption , natural gas , Wisconsin ,2005,9,5898.19849, Wisconsin 20059
Total consumption , natural gas , Wisconsin ,2005,8,8332.51541, Wisconsin 20058
Total consumption , natural gas , Wisconsin ,2005,7,9035.7579, Wisconsin 20057
Total consumption , natural gas , Wisconsin ,2005,6,9120.40227, Wisconsin 20056
Total consumption , natural gas , Wisconsin ,2005,5,3411.72732, Wisconsin 20055
Total consumption , natural gas , Wisconsin ,2005,4,5244.04896, Wisconsin 20054
Total consumption , natural gas , Wisconsin ,2005,3,3672.96542, Wisconsin 20053
Total consumption , natural gas , Wisconsin ,2005,2,1942.81776, Wisconsin 20052
Total consumption , natural gas , Wisconsin ,2005,1,2303.46191, Wisconsin 20051
Total consumption , natural gas , Wisconsin ,2004,12,1739.38133, Wisconsin 200412
Total consumption , natural gas , Wisconsin ,2004,11,1489.8309, Wisconsin 200411
Total consumption , natural gas , Wisconsin ,2004,10,879.3462, Wisconsin 200410
Total consumption , natural gas , Wisconsin ,2004,9,1978.52612, Wisconsin 20049
Total consumption , natural gas , Wisconsin ,2004,8,1215.91884, Wisconsin 20048
Total consumption , natural gas , Wisconsin ,2004,7,2419.01171, Wisconsin 20047
Total consumption , natural gas , Wisconsin ,2004,6,1845.51182, Wisconsin 20046
Total consumption , natural gas , Wisconsin ,2004,5,1538.51864, Wisconsin 20045
Total consumption , natural gas , Wisconsin ,2004,4,1319.37054, Wisconsin 20044
Total consumption , natural gas , Wisconsin ,2004,3,2201.16308, Wisconsin 20043
Total consumption , natural gas , Wisconsin ,2004,2,1567.02851, Wisconsin 20042
Total consumption , natural gas , Wisconsin ,2004,1,3097.60632, Wisconsin 20041
Total consumption , natural gas , Wisconsin ,2003,12,1809.457, Wisconsin 200312
Total consumption , natural gas , Wisconsin ,2003,11,1305.289, Wisconsin 200311
Total consumption , natural gas , Wisconsin ,2003,10,1368.98, Wisconsin 200310
Total consumption , natural gas , Wisconsin ,2003,9,1232.495, Wisconsin 20039
Total consumption , natural gas , Wisconsin ,2003,8,4681.922, Wisconsin 20038
Total consumption , natural gas , Wisconsin ,2003,7,2584.575, Wisconsin 20037
Total consumption , natural gas , Wisconsin ,2003,6,1290.578, Wisconsin 20036
Total consumption , natural gas , Wisconsin ,2003,5,1060.852, Wisconsin 20035
Total consumption , natural gas , Wisconsin ,2003,4,2120.434, Wisconsin 20034
Total consumption , natural gas , Wisconsin ,2003,3,2414.493, Wisconsin 20033
Total consumption , natural gas , Wisconsin ,2003,2,2201.788, Wisconsin 20032
Total consumption , natural gas , Wisconsin ,2003,1,2059.059, Wisconsin 20031
Total consumption , natural gas , Wisconsin ,2002,12,1336.187, Wisconsin 200212
Total consumption , natural gas , Wisconsin ,2002,11,1028.267, Wisconsin 200211
Total consumption , natural gas , Wisconsin ,2002,10,956.399, Wisconsin 200210
Total consumption , natural gas , Wisconsin ,2002,9,2350.076, Wisconsin 20029
Total consumption , natural gas , Wisconsin ,2002,8,2149.155, Wisconsin 20028
Total consumption , natural gas , Wisconsin ,2002,7,3770.287, Wisconsin 20027
Total consumption , natural gas , Wisconsin ,2002,6,1872.587, Wisconsin 20026
Total consumption , natural gas , Wisconsin ,2002,5,1210.592, Wisconsin 20025
Total consumption , natural gas , Wisconsin ,2002,4,1978.688, Wisconsin 20024
Total consumption , natural gas , Wisconsin ,2002,3,1574.462, Wisconsin 20023
Total consumption , natural gas , Wisconsin ,2002,2,1203.264, Wisconsin 20022
Total consumption , natural gas , Wisconsin ,2002,1,1111.212, Wisconsin 20021
Total consumption , natural gas , Wisconsin ,2001,12,1291.47, Wisconsin 200112
Total consumption , natural gas , Wisconsin ,2001,11,1027.612, Wisconsin 200111
Total consumption , natural gas , Wisconsin ,2001,10,1882.114, Wisconsin 200110
Total consumption , natural gas , Wisconsin ,2001,9,2063.776, Wisconsin 20019
Total consumption , natural gas , Wisconsin ,2001,8,4156.171, Wisconsin 20018
Total consumption , natural gas , Wisconsin ,2001,7,3847.27, Wisconsin 20017
Total consumption , natural gas , Wisconsin ,2001,6,1751.29, Wisconsin 20016
Total consumption , natural gas , Wisconsin ,2001,5,1004.688, Wisconsin 20015
Total consumption , natural gas , Wisconsin ,2001,4,808.193, Wisconsin 20014
Total consumption , natural gas , Wisconsin ,2001,3,1977.481, Wisconsin 20013
Total consumption , natural gas , Wisconsin ,2001,2,1745.253, Wisconsin 20012
Total consumption , natural gas , Wisconsin ,2001,1,802.198, Wisconsin 20011
Total consumption , natural gas , Wyoming ,2017,7,341.001, Wyoming 20177
Total consumption , natural gas , Wyoming ,2017,6,null, Wyoming 20176
Total consumption , natural gas , Wyoming ,2017,5,null, Wyoming 20175
Total consumption , natural gas , Wyoming ,2017,4,null, Wyoming 20174
Total consumption , natural gas , Wyoming ,2017,3,null, Wyoming 20173
Total consumption , natural gas , Wyoming ,2017,2,null, Wyoming 20172
Total consumption , natural gas , Wyoming ,2017,1,114.005, Wyoming 20171
Total consumption , natural gas , Wyoming ,2016,12,null, Wyoming 201612
Total consumption , natural gas , Wyoming ,2016,11,null, Wyoming 201611
Total consumption , natural gas , Wyoming ,2016,10,null, Wyoming 201610
Total consumption , natural gas , Wyoming ,2016,9,null, Wyoming 20169
Total consumption , natural gas , Wyoming ,2016,8,null, Wyoming 20168
Total consumption , natural gas , Wyoming ,2016,7,null, Wyoming 20167
Total consumption , natural gas , Wyoming ,2016,6,null, Wyoming 20166
Total consumption , natural gas , Wyoming ,2016,5,null, Wyoming 20165
Total consumption , natural gas , Wyoming ,2016,4,null, Wyoming 20164
Total consumption , natural gas , Wyoming ,2016,3,null, Wyoming 20163
Total consumption , natural gas , Wyoming ,2016,2,null, Wyoming 20162
Total consumption , natural gas , Wyoming ,2016,1,null, Wyoming 20161
Total consumption , natural gas , Wyoming ,2015,12,72.313, Wyoming 201512
Total consumption , natural gas , Wyoming ,2015,11,150.304, Wyoming 201511
Total consumption , natural gas , Wyoming ,2015,10,161.079, Wyoming 201510
